soil_moisture,soil_temp,humidity,light,soil_ph,rain,timestamp
39.963209507789,38.52142919229749,77.57960621774133,1277.585271554666,5.890046601106091,3.8998630084050663,2025-11-18T09:30:44.863083
14.646688973455957,35.98528437324806,69.07247576330857,1474.5306400328818,5.551461235739506,24.24774630404986,2025-11-18T09:29:44.863083
76.59541126403374,16.370173320348286,41.81862286846154,530.1281177361809,6.260605607398844,13.118910790805947,2025-11-18T09:28:44.863083
44.55560149136926,18.736874205941255,69.77043815695467,451.0889491736753,6.230361621338045,9.159046082342293,2025-11-18T09:27:44.863083
46.48559873736288,33.55527884179041,42.97879584029339,1125.6219891445007,6.981036422155106,1.1612603179999432,2025-11-18T09:26:44.863083
58.603588152115066,15.115723710618745,34.228353544043166,1907.9939670559997,7.914080082686398,20.209933702911528,2025-11-18T09:25:44.863083
34.36910153386965,12.930163420191516,74.47514672329021,992.2744887312823,5.805095587111947,12.379422752781755,2025-11-18T09:24:44.863083
12.751081689217472,37.27961206236346,46.8206988040011,1392.5401118371676,6.279277690223528,13.00170052944527,2025-11-18T09:23:44.863083
53.73682234746237,15.545633665765811,93.02300080469631,1595.2390820500061,7.848747353910473,22.37068376069122,2025-11-18T09:22:44.863083
57.83199830488681,37.6562270506935,35.75201263337477,552.7691523544613,5.613068222276345,8.133258269081608,2025-11-18T09:21:44.863083
41.09418317515856,18.140470953216877,83.8679380948754,842.1559880484607,6.202336274218452,13.567402078956212,2025-11-18T09:20:44.863083
21.27393799798101,34.06590942262119,34.845791839185104,1976.396485880931,7.430611923241644,4.96789203835431,2025-11-18T09:19:44.863083
10.441769369888192,34.463842853645026,75.94572735009511,1512.2129024737771,7.428175866714865,1.8511162933522591,2025-11-18T09:18:44.863083
38.67725828354181,13.476071785753891,86.10172268191357,1321.9366282896042,6.327245062131623,1.588958757150591,2025-11-18T09:17:44.863083
34.878585737252976,19.75549966080241,77.42440159197417,1347.6034484393836,7.718031856440817,11.805373129048732,2025-11-18T09:16:44.863083
19.567539675064136,31.39734361668985,79.45102816009833,1210.2989556250932,7.427417949886403,12.344889909109769,2025-11-18T09:15:44.863083
51.818626350559526,22.826230550756488,31.652243238366186,394.204568587948,5.578572964216836,15.91026028159451,2025-11-18T09:14:44.863083
35.148478486106136,25.257120734941083,88.99182080519606,648.7260124679749,6.525957307589074,18.888778463576216,2025-11-18T09:13:44.863083
28.303853239329797,12.309397294863789,48.83384443939492,490.19831705720793,7.8242441308564326,20.203009489110425,2025-11-18T09:12:44.863083
60.67230052083388,36.143817705631534,82.23868499844244,535.8261059948645,7.731397496224945,13.483556047891268,2025-11-18T09:11:44.863083
74.595212413125,36.8827389977048,50.67022587317115,398.09346414981815,6.069837906354854,10.677694715656408,2025-11-18T09:10:44.863083
75.44118127379944,35.82191749769031,30.451888484527394,1119.3451446396184,6.543527507871947,5.552695261768256,2025-11-18T09:09:44.863083
19.589229386694626,20.12845514210884,91.28913075431375,781.7652776373594,6.796976554358415,17.575473972379445,2025-11-18T09:08:44.863083
39.09036819034352,39.15346248162882,92.55907417123723,653.2081324856555,6.743121264730964,7.5219577454192414,2025-11-18T09:07:44.863083
32.78723955019741,11.106608420635984,69.6216817086933,1104.8222418119508,5.628696878124973,6.9661616059152855,2025-11-18T09:06:44.863083
82.6612708773323,17.186856720009175,39.4181666859295,1081.0149684996136,7.964126135276501,6.05138178778751,2025-11-18T09:05:44.863083
63.77084379247029,32.84858845986153,45.44644035950598,1510.7894275013473,6.419457831798133,15.807645764839487,2025-11-18T09:04:44.863083
60.68237686087158,26.073240522242756,35.86883505353654,1703.5444920606283,6.30195016242934,4.662962759996356,2025-11-18T09:03:44.863083
13.262011324381113,27.726788295647253,74.04168351974835,229.85809207014108,6.780232645748202,5.662394379948449,2025-11-18T09:02:44.863083
61.61382323275599,15.230992870149743,74.91095297666028,896.1236233409674,7.841824971841836,3.4380236036498313,2025-11-18T09:01:44.863083
37.285308084020684,13.404205637217672,90.10508518810659,1779.2108360857658,6.144854069287889,16.499601150854478,2025-11-18T09:00:44.863083
75.37777601609727,26.65602434798387,64.42728759314042,635.334123620813,5.732756919514748,22.430393948833167,2025-11-18T08:59:44.863083
